Developer,Product,Product Type,Components,Features,Codified Design Checks Certified By Qualified Engineer,ISO 9001 Compliant,Link to Guidance,Concrete,Masonry,Steel,Timber,Polymers,Composites,Eurocodes,UK National Annex,Other National Annexes,British Standards,Other Codes,Level of Structural Checks,Python,C#,Grasshopper,Other,Operating System,Processors,Memory (RAM),Storage Requirements,Internet Access Required,Link to Full Specs,Pricing Structure,Secondary Software Requirements
Trimble,Tekla Structural Designer,Stand Alone,Analysis/#Design/#Carbon,Building Information Modelling/#Embodied Carbon Assessment/#Parametric Modelling/#[Analysis {Including:/#2D Analysis/#3D Analysis/#Composite Beam Analysis/#Composite Section Analysis/#Construction Stage Analysis/#Dynamic Analysis/#Finite Element Analysis/#Footfall Analysis/#Global Buckling Analysis/#Lateral Stability Analysis/#Local Buckling Analysis/#Non-linear Analysis/#Response Spectrum Analysis/#Rigorous Analysis/#Static Analysis/#Tension / Compression Element Analysis/#Timber Analysis/#}]/#Design for Fire/#[Calculation of Loads to Standards {Including:/#Seismic Loads/#Snow Loads/#Wind Loads/#}]/#Composite Beams/#[Design of Concrete Elements {Including:/#Concrete Beams/#Concrete Columns/#Concrete Core / Shear Walls/#Concrete Cracking/#Concrete Flat Slabs (1 Way)/#Concrete Flat Slabs (2 Way)/#Concrete Walls/#}]/#[Design of Steel Elements {Including:/#Steel Beams/#Steel Columns/#Steel Joist Floors/#}]/#[Design of Timber Elements {Including:/#Timber Beams/#Timber Columns/#}]/#[Design of Connections {Including:/#Baseplate Connections/#Concrete Punching Shear/#Steel to Steel Connections/#}]/#[Design of Foundations {Including:/#Footings/#Mat Foundations/#Pile Caps/#Piles/#}]/#Portal Frames/#[Export & Import Tools {Including:/#DXF Export/#Export Material Quantities/#IFC Export/#IFC Import/#PDF Export/#}]/#[Detailing Tools {Including:/#Detailed Plan / Section Drawings/#Reinforcement Detailing / Sheets/#Reinforcement 3D Modelling/#}],Yes,Yes,https://www.tekla.com/in/products/tekla-structural-designer,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Ireland/#Singapore/#Malaysia/#Finland/#Sweden/#Norway,Yes,"[United States {ACI, AISC}]/#[India {IS}]/#[Austrialia {AS}]",Full,Yes,Yes,Yes,-,Windows 10/#Windows 11,Intel i5 +,32 GB,1 GB,Yes,https://support.tekla.com/doc/tekla-structural-designer/2025/ins_tekla_structural_designer_hardware_recommendations,Subscription,-
Trimble,Tekla Tedds,Stand Alone,Design,2D Analysis/#[Calculation of Loads to Standards {Including:/#Seismic Loads/#Snow Loads/#Wind Loads/#}]/#[Design of Concrete Elements {Including:/#Concrete Beams/#Concrete Columns/#Concrete Retaining Walls/#}]/#[Design of Steel Elements {Including:/#Steel Beams/#Steel Columns/#Steel Joist Floors/#}]/#[Design of Timber Elements {Including:/#Timber Beams/#Timber Columns/#Timber Joist Floors/#Timber Stud Walls/#Timber Panel Walls/#}]/#Masonry Retaining Walls/#Masonry Walls/#[Design of Connections {Including:/#Baseplate Connections/#Corbel Connections/#Steel to Concrete Connections/#Steel to Steel Connections/#Timber to Timber Connections/#}]/#[Design of Foundations {Including:/#Footings/#Pile Caps/#Piles/#Sheet Piles/#}]/#Staircases,Yes,Yes,https://www.tekla.com/in/products/tekla-tedds,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Ireland/#Singapore/#Malaysia/#Finland/#Sweden/#Norway,Yes,"[United States {ACI, AISC}]/#[India {IS}]/#[Austrialia {AS}]/#[Canada {CSA}]",Full,Yes,Yes,Yes,-,Windows 10/#Windows 11,Intel i5 +,2 GB,1 GB,Yes,https://support.tekla.com/doc/tekla-tedds/2025/ins_tekla_tedds_hardware_requirements,Subscription,-
SOFiSTiK AG,"[3D-FEM {Professional, Premium, or Ultimate}]",Stand Alone,Analysis/#Design/#Parametric/#Carbon,Building Information Modelling/#Embodied Carbon Assessment/#Parametric Modelling/#[Analysis {Including:/#2D Analysis/#3D Analysis/#Composite Beam Analysis/#Composite Section Analysis/#Construction Stage Analysis/#Dynamic Analysis/#Finite Element Analysis/#Footfall Analysis/#Global Buckling Analysis/#Lateral Stability Analysis/#Local Buckling Analysis/#Non-linear Analysis/#Response Spectrum Analysis/#Section Analysis/#Static Analysis/#Tension / Compression Element Analysis/#Timber Analysis/#Vibration Design & Analysis}]/#[Geotechnical Analysis {Including:/#Pile Lateral Stability/#Soil Structure Interaction/#Design for Fire/#Seismic Loads}]/#[Design of Composite Elements {Including:/#Composite Beams/#Composite Columns/#Composite Decks and Slabs}]/#[Design of Concrete Elements {Including:/#Concrete Beams/#Concrete Columns/#Concrete Core / Shear Walls/#Concrete Cracking/#Concrete Flat Slabs (1 Way)/#Concrete Flat Slabs (2 Way)/#Concrete Post Tensioning/#Concrete Reinforced Block Walls/#Concrete Retaining Walls/#Concrete Walls}]/#[Design of Steel Elements {including:/#Steel Beams/#Steel Columns/#Concrete Punching Shear}]/#[Design of Foundations {Including:/#Footings/#Piles/#Bridges/#Portal Frames}]/#[Export & Import Tools {Including:/#DXF Export/#Export Material Quantities/#IFC Export/#IFC Import/#PDF Export}],Yes,No,https://docs.sofistik.com/2025/en/fea/index.html,Yes,"[Yes{Analysis, Not Design}]",Yes,"[Yes{Analysis, Not Design}]","[Yes{Analysis, Not Design}]","[Yes{Analysis, Not Design}]",Yes,Yes,France/#Belgium/#Germany/#Austria/#Netherlands/#Italy/#Switzerland,Yes,"[United States {ACI, AASHTO}]",[Partial{Design and checks according to program documentation}],[Yes{data access}],[Yes{data access}],Yes,C++/#VBA Macros/#Dynamo/#Excel/#AutoCAD,Windows 10/#Windows 11,2.0+ GHz,6 GB,1.5 GB,[No{Just for updates or up-to date online documentation}],https://www.sofistik.com/en/,Paid/# or Subscription,-
SOFiSTiK AG,3D-FEM Plug In for Revit,Plug In,BIM,Building Information Modelling/#IFC Import,-,No,https://docs.sofistik.com/2025/en/analysis_and_design/index.html,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,No,No,No,-,Windows 10/#Windows 11,-,-,-,No,https://www.sofistik.com/en/,Paid/# or Subscription,Revit
SOFiSTiK AG,3D-FEM Plug In for AutoCAD,Plug In,Parametric,Parametric Modelling/#DXF Export,-,No,https://docs.sofistik.com/2025/en/sofiplus/index.html,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,No,No,No,-,Windows 10/#Windows 11,-,-,-,No,https://www.sofistik.com/en/,Paid/# or Subscription,AutoCad
SOFiSTiK AG,3D-FEM Plug In for Rhino,Plug In,Parametric,Parametric Modelling,-,No,https://docs.sofistik.com/2025/en/rhino_interface/index.html,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,[Yes{data access}],[Yes{data access}],Yes,-,Windows 10/#Windows 11,-,-,-,No,https://www.sofistik.com/en/,Paid/# or Subscription,Rhino & Grasshopper
SOFiSTiK AG,SOFiSTiK Bridge+ Infrastructure Modeler,Plug In,BIM/#Parametric,Building Information Modelling/#Parametric Modelling/#Bridges/#Export Material Quantities/#Detailed Plan / Section Drawings/#Reinforcement 3D Modelling,-,No,https://docs.sofistik.com/2025/en/bridge_modeler/introduction.html,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,No,[Yes {for Parametric Definitions}],No,Dynamo,Windows 10/#Windows 11,-,-,-,No,https://www.sofistik.com/en/,Subscription,Revit
SOFiSTiK AG,Reinforcement,Plug In,BIM,Building Information Modelling/#Export Material Quantities/#Detailed Plan / Section Drawings/#Reinforcement Detailing / Sheets,-,No,https://docs.sofistik.com/2025/en/reinforcement/index.html,Yes,No,No,No,No,Yes,-,-,-,-,-,-,No,No,No,-,Windows 10/#Windows 11,-,-,-,No,https://www.sofistik.com/en/,Subscription,Revit
SOFiSTiK AG,Analytical Model Generator,Plug In,BIM,Building Information Modelling,-,No,https://docs.sofistik.com/2025/en/analytical_model_toolkit/index.html,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,No,No,No,-,Windows 10/#Windows 11,-,-,-,No,https://www.sofistik.com/en/,Subscription,Revit
Robert McNeel & Associates,Rhino,Stand Alone,BIM/#Parametric,Building Information Modelling/#Parametric Modelling,-,No,https://www.rhino3d.com/learn/?query=kind:%20jump_start&modal=null,[Yes {Through Property Inputs}],[Yes {Through Property Inputs}],[Yes {Through Property Inputs}],[Yes {Through Property Inputs}],[Yes {Through Property Inputs}],[Yes {Through Property Inputs}],-,-,-,-,-,-,Yes,Yes,Yes,C++,Windows 10/#Windows 11/#MacOS 12.4/#MacOS 13/#MacOS 14/#MacOS 15,"Intel, AMD, or Apple Processor (Not ARM)",8 GB,10 GB,[Yes {For license validation}],https://www.rhino3d.com/8/system-requirements/,Paid,-
Finite Element Analysis Ltd.,LUSAS,Stand Alone,Structural Analysis/#Design Calculations/#Parametric Modeling/#Embodied Carbon Assessment,Embodied Carbon Assessment/#Parametric Modelling/#[Analysis {Including:/#2D Analysis/#3D Analysis/#Composite Beam Analysis/#Construction Stage Analysis/#Dynamic Analysis/#Finite Element Analysis/#Footfall Analysis/#Global Buckling Analysis/#Lateral Stability Analysis/#Local Buckling Analysis/#Non-linear Analysis/#Response Spectrum Analysis/#Static Analysis}]/#[Geotechnical Analysis {Including:/#Pile Lateral Stability/#Pile Sinking/#Slip Circles/#Soil Structure Interaction}]/#[Design of Concrete Elements {Including:/#Concrete Beams/#Concrete Columns/#Concrete Coupling Beams/#Concrete Cracking/#Concrete Flat Slabs (1 Way)/#Concrete Flat Slabs (2 Way)/#Concrete Walls}]/#[Design of Steel Elements {Including:/#Steel Beams/#Steel Columns}]/#[Export & Import Tools {Including:/#DXF Export/#Export Material Quantities/#IFC Export/#IFC Import}]/#Bridges,Yes,No,https://www.lusas.com/user_area/index.html,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Austria/#Belgium/#Bulgaria/#Cyprus/#Czech Republic/#Denmark/#Finland/#France/#Germany/#Greece/#Greenland/#Ireland/#Italy/#Netherlands/#Poland/#Romania/#Slovakia/#Spain/#Sweden,Yes,"[United States {AASHTO, ACI, AISC}]/#[Australia {AS}]/#[Canada {CSA}]/#[China {GB}]/#[India {IRC}]/#[Saudia Arabia {MOMRA}]/#[New Zealand {NZS, NZTA}]/#[South Africa {SABS}]/#[Singapore {SS}]",Full,Yes,Yes,Yes,VBS/#C++/#Java/#Powershell,Windows 10/#Windows 11,Core i5 +,8 GB,80 GB,[Yes {for network licenses}]/#[No {for standalone licenses}],https://www.lusas.com/pcspec.html,Subscription,-
CYPE,CYPECAD,Stand Alone,BIM/#Analysis/#Design,Building Information Modelling/#[Analysis {Including:/#3D Analysis/#Composite Beam Analysis/#Composite Section Analysis/#Dynamic Analysis/#Finite Element Analysis/#Lateral Stability Analysis/#Response Spectrum Analysis/#Section Analysis/#Static Analysis/#Strut and Tie Analysis/#Tension / Compression Element Analysis/#Timber Analysis/#Pile Lateral Stability/#Pile Sinking/#Soil Structure Interaction}]/#[Design {Including:/#Design for Fire/#Calculation of Loads to Standards/#Seismic Loads/#Snow Loads/#Wind Loads}]/#[Design of Composite Elements {Including:/#Composite Beams/#Composite Columns/#Composite Decks and Slabs}]/#[Design of Concrete Elements {Including:/#Concrete Beams/#Concrete Columns/#Concrete Core / Shear Walls/#Concrete Coupling Beams/#Concrete Cracking/#Concrete Flat Slabs (1 Way)/#Concrete Flat Slabs (2 Way)/#Concrete Hollowcore Slabs/#Concrete Joist Floors/#Concrete Post Tensioning/#Concrete Reinforced Block Walls/#Concrete Retaining Walls/#Concrete Ribbed Slabs/#Concrete Waffle Slabs/#Concrete Walls}]/#[Design of Steel Elements {Including:/#Steel Beams/#Steel Columns/#Steel Joist Floors}]/#[Design of Timber Elements {Including:/#Timber Beams/#Timber Columns/#Timber Joist Floors}]/#[Design of Masonry Elements {Including:/#Masonry Retaining Walls/#Masonry Walls}]/#[Design of Connections {Including:/#Baseplate Connections/#Concrete Anchors Connections/#Concrete Punching Shear/#Corbel Connections/#Steel to Concrete Connections/#Steel to Steel Connections}]/#[Design of Foundations {Including:/#Footings/#Mat Foundations/#Pile Caps/#Piles}]/#[Structures {Including:/#Access Ramps/#Aluminium Bars/#Bridges/#Portal Frames/#Staircases}]/#[Export & Import Tools {Including:/#CIS/2 Export/#DXF Export/#Export Material Quantities/#IFC Export/#IFC Import/#PDF Export}]/#[Detailing Tools {Including:/#Detailed Plan / Section Drawings/#Reinforcement Detailing / Sheets/#Reinforcement 3D Modelling}],Yes,No,https://info.cype.com/en/product/cypecad/,Yes,Yes,Yes,Yes,No,Yes,Yes,No,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]",Yes,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]","[Partial {Checks are made according to the standard selected when starting a project. The full list of available standards can be found at the following link: <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/ </a>}]",No,No,No,-,"[Windows Servers {2016, 2019, 2022}]/#Windows 10/#Windows 11","Intel Celeron/#Intel i3, i5, i7 or i9/#AMD X2/#AMD A8/A10 or FX series/#AMD Ryzen and Threadripper",8 GB,"[23.6 GB {The amount of free hard drive space required depends on the installation being carried out, as you can install either the complete package or individual programs. The screens at the beginning of the installation process will display the minimum free space required for the installation that has been selected. To install the complete package of our programs, 23.6 GB of free hard drive space is currently required. This value may vary depending on the version being installed.}]",Yes,https://learning.cype.com/en/faq/cype-minimum-requirements/,Paid,-
CYPE,CYPE 3D,Stand Alone,BIM/#Analysis/#Design,Building Information Modelling/#[Analysis {Including:/#3D Analysis/#Composite Beam Analysis/#Composite Section Analysis/#Dynamic Analysis/#Finite Element Analysis/#Global Buckling Analysis/#Lateral Stability Analysis/#Non-linear Analysis/#Response Spectrum Analysis/#Section Analysis/#Static Analysis/#Strut and Tie Analysis/#Tension / Compression Element Analysis/#Timber Analysis/#Vibration Design & Analysis/#Pile Lateral Stability/#Pile Sinking/#Soil Structure Interaction}]/#Design for Fire/#[Calculation of Loads to Standards {Including:/#Seismic Loads/#Snow Loads/#Wind Loads}]/#[Design of Composite Elements {Including:/#Composite Beams/#Composite Columns}]/#[Design of Concrete Elements {Including:/#Concrete Beams/#Concrete Columns/#Concrete Cracking}]/#[Design of Steel Elements {Including:/#Steel Beams/#Steel Columns}]/#[Design of Timber Elements {Including:/#Timber Beams/#Timber Columns}]/#[Design of Connections {Including:/#Baseplate Connections/#Concrete Anchors Connections/#Steel to Concrete Connections/#Steel to Steel Connections}]/#[Design of Foundations {Including:/#Footings/#Mat Foundations/#Pile Caps/#Piles}]/#[Structures {Including:/#Access Ramps/#Aluminium Bars/#Bridges/#Portal Frames/#Staircases}]/#[Export & Import Tools {Including:/#CIS/2 Export/#DXF Export/#Export Material Quantities/#IFC Export/#IFC Import/#PDF Export}]/#[Detailing Tools {Including:/#Detailed Plan / Section Drawings/#Reinforcement Detailing / Sheets/#Reinforcement 3D Modelling}],Yes,No,https://info.cype.com/en/product/cype-3d/,Yes,No,Yes,Yes,No,No,Yes,No,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]",Yes,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]","[Partial {Checks are made according to the standard selected when starting a project. The full list of available standards can be found at the following link: <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/ </a>}]",No,No,No,-,"[Windows Servers {2016, 2019, 2022}]/#Windows 10/#Windows 11","Intel Celeron/#Intel i3, i5, i7 or i9/#AMD X2/#AMD A8/A10 or FX series/#AMD Ryzen and Threadripper",8 GB,"[23.6 GB {The amount of free hard drive space required depends on the installation being carried out, as you can install either the complete package or individual programs. The screens at the beginning of the installation process will display the minimum free space required for the installation that has been selected. To install the complete package of our programs, 23.6 GB of free hard drive space is currently required. This value may vary depending on the version being installed.}]",Yes,https://learning.cype.com/en/faq/cype-minimum-requirements/,Paid,-
CYPE,CYPE Connect,Stand Alone,BIM/#Analysis/#Design,Building Information Modelling/#[Analysis {Including:/#3D Analysis/#Finite Element Analysis/#Local Buckling Analysis/#Non-linear Analysis/#Section Analysis/#Static Analysis}]/#[Design of Connections {Including:/#Baseplate Connections/#Concrete Anchors Connections/#Steel to Concrete Connections/#Steel to Steel Connections/#Timber to Steel Connections}]/#[Export & Import Tools {Including:/#DXF Export/#Export Material Quantities/#IFC Export/#IFC Import/#PDF Export}]/#[Detailing Tools {Including:/#Detailed Plan / Section Drawings/#Reinforcement Detailing / Sheets/#Reinforcement 3D Modelling}],Yes,No,https://info.cype.com/en/product/cype-connect/,No,No,Yes,Yes,No,No,Yes,No,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]",Yes,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]","[Partial {Checks are made according to the standard selected when starting a project. The full list of available standards can be found at the following link: <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/ </a>}]",No,No,No,-,"[Windows Servers {2016, 2019, 2022}]/#Windows 10/#Windows 11","Intel Celeron/#Intel i3, i5, i7 or i9/#AMD X2/#AMD A8/A10 or FX series/#AMD Ryzen and Threadripper",8 GB,"[23.6 GB {The amount of free hard drive space required depends on the installation being carried out, as you can install either the complete package or individual programs. The screens at the beginning of the installation process will display the minimum free space required for the installation that has been selected. To install the complete package of our programs, 23.6 GB of free hard drive space is currently required. This value may vary depending on the version being installed.}]",Yes,https://learning.cype.com/en/faq/cype-minimum-requirements/,Paid,-
CYPE,StruBIM Steel,Stand Alone,BIM/#Analysis/#Design,Building Information Modelling/#[Analysis {Including:/#3D Analysis/#Finite Element Analysis/#Local Buckling Analysis/#Non-linear Analysis/#Section Analysis/#Static Analysis}]/#[Design of Connections {Including:/#Baseplate Connections/#Concrete Anchors Connections/#Steel to Concrete Connections/#Steel to Steel Connections}]/#[Export & Import Tools {Including:/#DXF Export/#Export Material Quantities/#IFC Export/#IFC Import/#PDF Export}]/#[Detailing Tools {Including:/#Detailed Plan / Section Drawings/#Reinforcement Detailing / Sheets/#Reinforcement 3D Modelling}],Yes,No,https://info.cype.com/en/product/strubim-steel/,No,No,Yes,No,No,No,Yes,No,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]",Yes,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]","[Partial {Checks are made according to the standard selected when starting a project. The full list of available standards can be found at the following link: <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/ </a>}]",No,No,No,-,"[Windows Servers {2016, 2019, 2022}]/#Windows 10/#Windows 11","Intel Celeron/#Intel i3, i5, i7 or i9/#AMD X2/#AMD A8/A10 or FX series/#AMD Ryzen and Threadripper",8 GB,"[23.6 GB {The amount of free hard drive space required depends on the installation being carried out, as you can install either the complete package or individual programs. The screens at the beginning of the installation process will display the minimum free space required for the installation that has been selected. To install the complete package of our programs, 23.6 GB of free hard drive space is currently required. This value may vary depending on the version being installed.}]",Yes,https://learning.cype.com/en/faq/cype-minimum-requirements/,Paid,-
CYPE,StruBIM Shear Walls,Stand Alone,BIM/#Analysis/#Design,Building Information Modelling/#3D Analysis/#Static Analysis/#Concrete Core / Shear Walls/#Concrete Coupling Beams/#DXF Export/#IFC Export/#PDF Export/[Detailing Tools {Including:/#Detailed Plan / Section Drawings/#Reinforcement Detailing / Sheets/#Reinforcement 3D Modelling}],Yes,No,https://info.cype.com/en/product/strubim-shear-walls,Yes,No,No,No,No,No,Yes,No,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]",No,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]","[Partial {Checks are made according to the standard selected when starting a project. The full list of available standards can be found at the following link: <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/ </a>}]",No,No,No,-,"[Windows Servers {2016, 2019, 2022}]/#Windows 10/#Windows 11","Intel Celeron/#Intel i3, i5, i7 or i9/#AMD X2/#AMD A8/A10 or FX series/#AMD Ryzen and Threadripper",8 GB,"[23.6 GB {The amount of free hard drive space required depends on the installation being carried out, as you can install either the complete package or individual programs. The screens at the beginning of the installation process will display the minimum free space required for the installation that has been selected. To install the complete package of our programs, 23.6 GB of free hard drive space is currently required. This value may vary depending on the version being installed.}]",Yes,https://learning.cype.com/en/faq/cype-minimum-requirements/,Paid,-
CYPE,StruBIM Box Culverts,Stand Alone,BIM/#Analysis/#Design,Building Information Modelling/#3D Analysis/#Static Analysis/#Box Culverts/#DXF Export/#IFC Export/#PDF Export/#[Detailing Tools {Including:/#Detailed Plan / Section Drawings/#Reinforcement Detailing / Sheets/#Reinforcement 3D Modelling}],Yes,No,https://info.cype.com/es/producto/strubim-box-culverts/,Yes,No,No,No,No,No,Yes,No,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]",Yes,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]","[Partial {Checks are made according to the standard selected when starting a project. The full list of available standards can be found at the following link: <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/ </a>}]",No,No,No,-,"[Windows Servers {2016, 2019, 2022}]/#Windows 10/#Windows 11","Intel Celeron/#Intel i3, i5, i7 or i9/#AMD X2/#AMD A8/A10 or FX series/#AMD Ryzen and Threadripper",8 GB,"[23.6 GB {The amount of free hard drive space required depends on the installation being carried out, as you can install either the complete package or individual programs. The screens at the beginning of the installation process will display the minimum free space required for the installation that has been selected. To install the complete package of our programs, 23.6 GB of free hard drive space is currently required. This value may vary depending on the version being installed.}]",Yes,https://learning.cype.com/en/faq/cype-minimum-requirements/,Paid,-
CYPE,StruBIM Embedded Walls,Stand Alone,BIM/#Analysis/#Design,Building Information Modelling/#[Analysis {Including:/#3D Analysis/#Construction Stage Analysis/#Non-linear Analysis/#Static Analysis}]/#Slip Circles/#Concrete Retaining Walls/#Piles/#Sheet Piles/#DXF Export/#IFC Export/#PDF Export/#[Detailing Tools {Including:/#Detailed Plan / Section Drawings/#Reinforcement Detailing / Sheets/#Reinforcement 3D Modelling}],Yes,No,https://info.cype.com/en/product/strubim-embedded-walls/,Yes,No,No,Yes,No,No,Yes,No,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]",Yes,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]","[Partial {Checks are made according to the standard selected when starting a project. The full list of available standards can be found at the following link: <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/ </a>}]",No,No,No,-,"[Windows Servers {2016, 2019, 2022}]/#Windows 10/#Windows 11","Intel Celeron/#Intel i3, i5, i7 or i9/#AMD X2/#AMD A8/A10 or FX series/#AMD Ryzen and Threadripper",8 GB,"[23.6 GB {The amount of free hard drive space required depends on the installation being carried out, as you can install either the complete package or individual programs. The screens at the beginning of the installation process will display the minimum free space required for the installation that has been selected. To install the complete package of our programs, 23.6 GB of free hard drive space is currently required. This value may vary depending on the version being installed.}]",Yes,https://learning.cype.com/en/faq/cype-minimum-requirements/,Paid,-
CYPE,StruBIM Cantilever Walls,Stand Alone,BIM/#Analysis/#Design,Building Information Modelling/#3D Analysis/#Static Analysis/#Slip Circles/#Concrete Retaining Walls/#DXF Export/#IFC Export/#PDF Export/#[Detailing Tools {Including:/#Detailed Plan / Section Drawings/#Reinforcement Detailing / Sheets/#Reinforcement 3D Modelling}],Yes,No,https://info.cype.com/en/product/strubim-cantilever-walls/,Yes,No,No,No,No,No,Yes,No,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]",No,"[Other {CYPE provide a full list of codes available at <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/</a>}]","[Partial {Checks are made according to the standard selected when starting a project. The full list of available standards can be found at the following link: <a href=""https://info.cype.com/en/design-codes-implemented/"">https://info.cype.com/en/design-codes-implemented/ </a>}]",No,No,No,-,"[Windows Servers {2016, 2019, 2022}]/#Windows 10/#Windows 11","Intel Celeron/#Intel i3, i5, i7 or i9/#AMD X2/#AMD A8/A10 or FX series/#AMD Ryzen and Threadripper",8 GB,"[23.6 GB {The amount of free hard drive space required depends on the installation being carried out, as you can install either the complete package or individual programs. The screens at the beginning of the installation process will display the minimum free space required for the installation that has been selected. To install the complete package of our programs, 23.6 GB of free hard drive space is currently required. This value may vary depending on the version being installed.}]",Yes,https://learning.cype.com/en/faq/cype-minimum-requirements/,Paid,-
Ansys Inc,Ansys Mechanical,Stand Alone/#Web App,Analysis,Parametric Modelling/#[Analysis {Including:/#2D Analysis/#3D Analysis/#Composite Beam Analysis/#Composite Section Analysis/#Construction Stage Analysis/#Dynamic Analysis/#Finite Element Analysis/#Footfall Analysis/#Global Buckling Analysis/#Lateral Stability Analysis/#Local Buckling Analysis/#Non-linear Analysis/#Response Spectrum Analysis/#Rigorous Analysis /#Section Analysis/#Static Analysis/#Strut and Tie Analysis/#Tension / Compression Element Analysis/#Timber Analysis/#Vibration Design & Analysis}]/#[Geotechnical Analysis {Including:/#Pile Lateral Stability/#Pile Sinking/#Slip Circles/#Soil Structure Interaction}],-,Yes,https://www.ansys.com/structures,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,Yes,No,No,None,Windows 10/#Windows 11/#Linux,CPU;GPU,16 GB,1 TB,Yes,https://www.ansys.com/products/structures/ansys-mechanical,Paid/#or Subscription,-
Autodesk,Revit,Stand Alone,BIM,Building Information Modelling/#[Design of Connections {Including:/# - Baseplate Connections/# - Steel to Steel Connections/#}]/#[Structures {Including:/# - Access Ramps/# - Aluminium Bars/# - Box Culverts/# - Bridges/# - Portal Frames/# - Staircases/#}]/#[Export & Import Tools {Including:/# - CIS/2 Export/# - DXF Export/# - Export Material Quantities/# - IFC Export/# - IFC Import/# - PDF Export/#}]/#[Detailing Tools {Including:/# - Detailed Plan / Section Drawings/# - Steel fabrication drawings/#}],-,No,https://help.autodesk.com/view/RVT/2026/ENU/,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,Yes,Yes,Yes,-,[Windows 10{64-bit Microsoft® Windows 10 v1809 or later}]/#Windows 11,"Intel® or AMD® processor with 2 GHZ or higher base core clock speed.
Highest single core base clock speed (GHz) is recommended",16GB,30GB,[Yes {For license validation}],https://www.autodesk.com/support/technical/article/caas/sfdcarticles/sfdcarticles/System-requirements-for-Revit-2026-products.html,Subscription,-
